x = 971.6805, y = -310.505, z = 569.1203, angle = 174.9162, collision = h0035B1
x = 930.7952, y = -311.4107, z = 692.614, angle = -106.9959, collision = h0050B1
x = 932.0733, y = -311.7961, z = 692.9263, angle = -57.12664, collision = h0050B1
x = 933.1302, y = -312.2193, z = 692.1906, angle = -28.47091, collision = h0050B1
x = 933.8066, y = -312.557, z = 690.8727, angle = -17.67918, collision = h0050B1
x = 934.4081, y = -313.2101, z = 689.5289, angle = -21.15733, collision = h0050B1
x = 934.8173, y = -313.5995, z = 688.2871, angle = 7.846152, collision = h0050B1
x = 934.5331, y = -314.0096, z = 686.8431, angle = 44.02946, collision = h0050B1
x = 933.5397, y = -313.9596, z = 686.0663, angle = 85.46285, collision = h0050B1
x = 932.0852, y = -313.7488, z = 686.1426, angle = 119.5152, collision = h0050B1
x = 930.882, y = -313.8552, z = 686.6644, angle = 37.45299, collision = h0050B1
x = 930.0806, y = -313.817, z = 685.619, angle = 23.9584, collision = h0050B1
x = 929.4288, y = -313.8368, z = 684.5365, angle = 121.8183, collision = h0050B1
x = 928.4703, y = -313.9363, z = 685.4127, angle = 172.8677, collision = h0050B1
x = 928.0789, y = -313.9751, z = 686.617, angle = 130.9118, collision = h0050B1
x = 926.9799, y = -314.0633, z = 687.619, angle = 132.8457, collision = h0050B1
x = 926.0176, y = -314.4583, z = 688.5262, angle = 133.6315, collision = h0050B1
x = 924.885, y = -314.7778, z = 689.4774, angle = 85.88384, collision = h0050B1
x = 923.5711, y = -314.8341, z = 689.4577, angle = 88.81772, collision = h0050B1
x = 922.7475, y = -314.7358, z = 688.5568, angle = -6.376473, collision = h0050B1
x = 922.7596, y = -314.4608, z = 687.4403, angle = -6.376473, collision = h0050B1
x = 922.1263, y = -314.4851, z = 686.6179, angle = 32.54554, collision = h0050B1
x = 921.2498, y = -314.5586, z = 686.0469, angle = 58.87995, collision = h0050B1
x = 920.089, y = -314.6066, z = 685.1505, angle = 14.30478, collision = h0050B1
x = 919.6938, y = -314.5899, z = 683.8992, angle = 47.19479, collision = h0050B1
x = 918.6543, y = -314.5945, z = 682.8474, angle = 47.75958, collision = h0050B1
x = 917.6774, y = -314.563, z = 681.9557, angle = 48.09803, collision = h0050B1
x = 916.5969, y = -314.3795, z = 680.9374, angle = 8.619508, collision = h0050B1
x = 916.3429, y = -314.2538, z = 679.6446, angle = 25.30712, collision = h0050B1
x = 915.7247, y = -314.1127, z = 678.302, angle = 41.79837, collision = h0050B1
x = 914.8206, y = -313.8076, z = 677.3472, angle = 92.25605, collision = h0050B1
x = 913.3792, y = -313.6433, z = 677.4155, angle = 126.0588, collision = h0050B1
x = 912.3561, y = -313.8613, z = 678.2247, angle = 161.4624, collision = h0050B1
x = 912.2742, y = -313.9249, z = 679.5864, angle = -131.2064, collision = h0050B1
x = 913.2175, y = -314.5487, z = 680.6083, angle = -141.3147, collision = h0050B1
x = 914.0738, y = -314.6348, z = 681.6686, angle = -138.7432, collision = h0050B1
x = 915.0662, y = -314.8163, z = 682.7767, angle = -119.8609, collision = h0050B1
x = 916.1827, y = -314.8722, z = 683.4951, angle = -133.8328, collision = h0050B1
x = 917.2729, y = -314.9738, z = 684.4942, angle = -145.3757, collision = h0050B1
x = 918.1838, y = -315.0213, z = 685.3381, angle = -158.79, collision = h0050B1
x = 918.7035, y = -315.1082, z = 686.554, angle = -156.5938, collision = h0050B1
x = 919.1041, y = -315.1736, z = 687.4815, angle = -161.8835, collision = h0050B1
x = 919.5854, y = -315.3879, z = 688.791, angle = -144.1284, collision = h0050B1
x = 920.2748, y = -315.4166, z = 689.7864, angle = 167.1927, collision = h0050B1
x = 919.9128, y = -315.8033, z = 691.006, angle = 95.79847, collision = h0050B1
x = 918.6555, y = -316.1075, z = 691.0584, angle = 69.08121, collision = h0050B1
x = 917.6166, y = -316.0313, z = 690.6932, angle = 99.22439, collision = h0050B1
x = 916.2147, y = -316.0206, z = 690.7943, angle = 104.9424, collision = h0050B1
x = 914.9869, y = -316.0035, z = 691.3173, angle = -171.2531, collision = h0050B1
x = 915.2166, y = -316.0472, z = 692.5906, angle = -122.8996, collision = h0050B1
x = 916.3653, y = -316.1706, z = 693.3566, angle = -121.3379, collision = h0050B1
x = 917.6522, y = -316.2398, z = 694.101, angle = -125.2496, collision = h0050B1
x = 918.8014, y = -316.3082, z = 694.9251, angle = -129.8518, collision = h0050B1
x = 919.8262, y = -316.3211, z = 695.1076, angle = -104.9324, collision = h0050B1
x = 921.0765, y = -316.1988, z = 695.5204, angle = -128.7921, collision = h0050B1
x = 922.2067, y = -315.9447, z = 696.485, angle = -142.2235, collision = h0050B1
x = 921.4265, y = -316.0491, z = 698.215, angle = 126.8898, collision = h0050B1
x = 920.9207, y = -316.1627, z = 699.256, angle = 103.9965, collision = h0050B1
x = 919.6154, y = -316.5037, z = 699.5496, angle = 75.3347, collision = h0050B1
x = 918.1721, y = -316.7496, z = 699.1905, angle = 120.24, collision = h0050B1
x = 916.993, y = -316.5707, z = 699.7271, angle = 130.0507, collision = h0050B1
x = 915.8705, y = -316.3814, z = 700.7004, angle = 118.41, collision = h0050B1
x = 914.7339, y = -316.1987, z = 701.3696, angle = 125.5726, collision = h0050B1
x = 913.4999, y = -316.4266, z = 702.1994, angle = 132.8323, collision = h0050B1
x = 912.5717, y = -316.496, z = 703.1288, angle = -171.1726, collision = h0050B1
x = 912.8839, y = -316.5503, z = 704.2779, angle = -105.479, collision = h0050B1
x = 913.9087, y = -316.5576, z = 704.588, angle = -109.9588, collision = h0050B1
x = 915.217, y = -316.5928, z = 705.0728, angle = -110.7392, collision = h0050B1
x = 916.4705, y = -316.6096, z = 705.549, angle = -108.2289, collision = h0050B1
x = 917.4293, y = -316.5138, z = 705.8627, angle = -114.3583, collision = h0050B1
x = 918.6678, y = -316.3564, z = 706.409, angle = -120.7245, collision = h0050B1
x = 919.828, y = -316.121, z = 707.0815, angle = -118.011, collision = h0050B1
x = 920.7264, y = -315.9218, z = 707.5436, angle = -108.7006, collision = h0050B1
x = 921.9771, y = -315.5103, z = 707.99, angle = -124.0891, collision = h0050B1
x = 922.7492, y = -315.2788, z = 709.0712, angle = 144.7001, collision = h0050B1
x = 921.9835, y = -315.6042, z = 710.1498, angle = 128.4944, collision = h0050B1
x = 920.7522, y = -315.9726, z = 710.9725, angle = 91.40058, collision = h0050B1
x = 919.4521, y = -316.1176, z = 710.9489, angle = 71.16256, collision = h0050B1
x = 918.0443, y = -316.2138, z = 710.4667, angle = 70.35735, collision = h0050B1
x = 916.7999, y = -316.1667, z = 710.0187, angle = 68.12164, collision = h0050B1
x = 915.4238, y = -316.1647, z = 709.4531, angle = 67.73894, collision = h0050B1
x = 914.1995, y = -316.2101, z = 708.9539, angle = 70.21298, collision = h0050B1
x = 912.7875, y = -316.2499, z = 708.4898, angle = 80.05475, collision = h0050B1
x = 911.4874, y = -316.2604, z = 708.2469, angle = 91.18919, collision = h0050B1
x = 910.0942, y = -316.1028, z = 708.4985, angle = -175.5059, collision = h0050B1
x = 910.1923, y = -315.9347, z = 709.772, angle = -159.6207, collision = h0050B1
x = 910.7114, y = -315.7797, z = 711.1664, angle = -159.4613, collision = h0050B1
x = 911.2063, y = -315.7338, z = 712.3923, angle = -149.3331, collision = h0050B1
x = 911.9386, y = -315.6733, z = 713.6871, angle = -153.8901, collision = h0050B1
x = 912.4785, y = -315.6046, z = 714.8909, angle = 155.5428, collision = h0050B1
x = 911.8517, y = -315.6423, z = 716.0933, angle = 86.94769, collision = h0047B1
x = 910.5724, y = -315.6917, z = 716.1059, angle = 66.64209, collision = h0047B1
x = 909.2175, y = -315.7337, z = 715.4958, angle = 45.99361, collision = h0047B1
x = 908.2354, y = -315.6418, z = 714.5721, angle = 32.64003, collision = h0050B1
x = 907.4684, y = -315.5462, z = 713.3008, angle = 24.82139, collision = h0050B1
x = 906.7789, y = -315.4607, z = 712.1896, angle = 65.97642, collision = h0050B1
x = 905.4222, y = -315.4325, z = 711.5847, angle = 73.28655, collision = h0050B1
x = 904.1555, y = -315.6505, z = 711.2056, angle = 78.40605, collision = h0050B1
x = 902.7274, y = -315.9982, z = 711.1868, angle = 157.639, collision = h0050B1
x = 902.1606, y = -316.0856, z = 712.3565, angle = 149.0188, collision = h0047B1
x = 901.3848, y = -316.29, z = 713.6068, angle = 137.1241, collision = h0047B1
x = 900.4586, y = -316.5332, z = 714.6102, angle = 136.4663, collision = h0047B1
x = 899.4878, y = -316.6277, z = 715.5317, angle = 119.4293, collision = h0047B1
x = 898.2391, y = -316.7194, z = 716.2582, angle = 99.09936, collision = h0047B1
x = 896.9963, y = -316.74, z = 716.4819, angle = 91.85104, collision = h0047B1
x = 895.8768, y = -316.7688, z = 716.524, angle = 87.76269, collision = h0047B1
x = 894.5011, y = -316.8515, z = 716.4572, angle = 81.70636, collision = h0047B1
x = 893.2302, y = -316.9407, z = 716.2651, angle = 75.07858, collision = h0047B1
x = 892.1616, y = -316.9736, z = 715.9958, angle = 70.41331, collision = h0047B1
x = 890.8838, y = -316.9837, z = 715.5336, angle = 64.20379, collision = h0047B1
x = 889.6626, y = -317.0193, z = 714.9377, angle = 45.91994, collision = h0047B1
x = 888.8491, y = -316.9904, z = 713.9258, angle = -6.22916, collision = h0047B1
x = 888.883, y = -317.0392, z = 712.9026, angle = -3.499379, collision = h0047B1
x = 888.8227, y = -317.045, z = 711.5673, angle = 44.8842, collision = h0047B1
x = 887.8589, y = -316.975, z = 710.5721, angle = 47.40586, collision = h0047B1
x = 886.811, y = -316.852, z = 709.6525, angle = 59.07719, collision = h0047B1
x = 885.9455, y = -316.8487, z = 709.1025, angle = 80.61906, collision = h0047B1
x = 884.9634, y = -316.7765, z = 708.9042, angle = 101.5984, collision = h0047B1
x = 883.6892, y = -316.6158, z = 709.2107, angle = 172.961, collision = h0047B1
x = 883.6747, y = -316.6271, z = 710.2941, angle = -115.1623, collision = h0047B1
x = 884.9586, y = -316.7938, z = 710.8973, angle = -111.1637, collision = h0047B1
x = 886.0697, y = -316.907, z = 711.3343, angle = -116.8125, collision = h0047B1
x = 886.9878, y = -316.9944, z = 711.7985, angle = -116.7943, collision = h0047B1
x = 887.9053, y = -317.0275, z = 712.2639, angle = -115.9993, collision = h0047B1
x = 887.7593, y = -316.9655, z = 713.3842, angle = 70.40415, collision = h0047B1
x = 890.2144, y = -317.0969, z = 713.3054, angle = -108.1411, collision = h0047B1
x = 891.3697, y = -317.2336, z = 713.5803, angle = -91.82446, collision = h0047B1
x = 892.3795, y = -317.2647, z = 713.5592, angle = -141.6677, collision = h0047B1
x = 893.0728, y = -317.1718, z = 714.3081, angle = -161.5737, collision = h0047B1
x = 893.7959, y = -316.8196, z = 717.4217, angle = 162.1893, collision = h0047B1
x = 893.5909, y = -316.6814, z = 718.4052, angle = 172.003, collision = h0047B1
x = 893.3115, y = -316.7984, z = 719.7525, angle = 159.4196, collision = h0047B1
x = 893.004, y = -316.8896, z = 720.7714, angle = -142.4022, collision = h0047B1
x = 893.7344, y = -316.6639, z = 721.8433, angle = -134.4371, collision = h0047B1
x = 894.4434, y = -316.4478, z = 722.6185, angle = -149.4056, collision = h0047B1
x = 892.8944, y = -316.8527, z = 722.7391, angle = 133.0244, collision = h0047B1
x = 892.2969, y = -316.7105, z = 723.8303, angle = -100.9013, collision = h0047B1
x = 893.5835, y = -316.6961, z = 724.1588, angle = -56.06954, collision = h0047B1
x = 895.5014, y = -316.279, z = 723.0458, angle = -70.26637, collision = h0047B1
x = 896.9007, y = -316.2423, z = 722.5399, angle = -67.3646, collision = h0047B1
x = 898.1222, y = -316.4202, z = 722.0328, angle = -71.6709, collision = h0047B1
x = 899.3565, y = -316.4231, z = 721.599, angle = -89.66612, collision = h0047B1
x = 900.8123, y = -316.3407, z = 720.8203, angle = -63.12027, collision = h0047B1
x = 901.9531, y = -316.3584, z = 720.2189, angle = -67.8137, collision = h0047B1
x = 903.3752, y = -316.2849, z = 719.8887, angle = -144.0216, collision = h0047B1
x = 904.1638, y = -316.2065, z = 720.9076, angle = -148.4337, collision = h0047B1
x = 904.8312, y = -316.2859, z = 722.2328, angle = -156.9159, collision = h0047B1
x = 905.4243, y = -316.4616, z = 723.5961, angle = -107.8298, collision = h0047B1
x = 906.6692, y = -316.4238, z = 724.017, angle = -53.93311, collision = h0047B1
x = 907.7065, y = -316.2218, z = 723.3419, angle = -49.34907, collision = h0047B1
x = 908.931, y = -316.0042, z = 722.5281, angle = -73.9109, collision = h0047B1
x = 910.2057, y = -315.8885, z = 722.1824, angle = -97.70971, collision = h0047B1
x = 911.6238, y = -315.7709, z = 722.6069, angle = -144.5883, collision = h0047B1
x = 912.1868, y = -315.7319, z = 723.4399, angle = -136.9011, collision = h0047B1
x = 912.8983, y = -315.689, z = 724.1724, angle = -136.9011, collision = h0047B1
x = 913.824, y = -315.636, z = 724.7661, angle = -152.9424, collision = h0047B1
x = 914.5557, y = -315.6093, z = 726.1024, angle = -143.504, collision = h0047B1
x = 915.3082, y = -315.5254, z = 727.2097, angle = -144.7498, collision = h0047B1
x = 916.2346, y = -315.428, z = 728.3724, angle = -148.9597, collision = h0047B1
x = 916.6628, y = -315.3652, z = 729.528, angle = 130.661, collision = h0047B1
x = 915.8391, y = -315.3968, z = 730.3242, angle = 95.32352, collision = h0047B1
x = 914.7538, y = -315.507, z = 730.4807, angle = 95.32352, collision = h0047B1
x = 915.2439, y = -315.4704, z = 729.2436, angle = -54.32267, collision = h0047B1
x = 916.8831, y = -315.407, z = 727.6047, angle = 26.73119, collision = h0047B1
x = 916.1792, y = -315.4919, z = 726.3535, angle = 87.02304, collision = h0047B1
x = 913.3802, y = -315.6692, z = 726.7725, angle = 154.1946, collision = h0047B1
x = 912.8097, y = -315.7827, z = 727.9716, angle = -159.2581, collision = h0047B1
x = 913.2344, y = -315.7607, z = 729.2369, angle = -155.8206, collision = h0047B1
x = 914.08, y = -315.6252, z = 731.3613, angle = -170.7389, collision = h0047B1
x = 914.2953, y = -315.6812, z = 732.4785, angle = -147.3748, collision = h0047B1
x = 915.0003, y = -315.3062, z = 733.6985, angle = -157.2162, collision = h0047B1
x = 915.4185, y = -315.0023, z = 734.6154, angle = -161.4569, collision = h0047B1
x = 915.8328, y = -314.8585, z = 735.8907, angle = -162.1835, collision = h0047B1
x = 916.1951, y = -314.7075, z = 737.1809, angle = -176.0843, collision = h0047B1
x = 916.2856, y = -314.7911, z = 738.204, angle = 172.2185, collision = h0047B1
x = 916.0761, y = -314.837, z = 739.5237, angle = 153.3678, collision = h0047B1
x = 915.4517, y = -314.7701, z = 740.7022, angle = 127.8076, collision = h0047B1
x = 914.6447, y = -314.9088, z = 741.3927, angle = 126.7561, collision = h0047B1
x = 913.644, y = -315.0372, z = 742.1406, angle = 127.4901, collision = h0047B1
x = 912.8129, y = -315.0102, z = 742.7775, angle = 128.5211, collision = h0047B1
x = 911.8451, y = -314.9636, z = 743.5656, angle = 152.1024, collision = h0047B1
x = 911.1152, y = -314.5605, z = 744.819, angle = 145.1049, collision = h0047B1
x = 910.2302, y = -314.2671, z = 745.9579, angle = 122.332, collision = h0047B1
x = 909.002, y = -314.3105, z = 746.6387, angle = 86.72693, collision = h0047B1
x = 906.563, y = -315.7191, z = 745.4526, angle = -11.7653, collision = h0047B1
x = 906.558, y = -315.9095, z = 744.3556, angle = -42.18999, collision = h0047B1
x = 907.2519, y = -315.9424, z = 743.0817, angle = 7.320023, collision = h0047B1
x = 907.0947, y = -316.0247, z = 741.6788, angle = 17.90642, collision = h0047B1
x = 906.6984, y = -316.1239, z = 740.3606, angle = 22.46556, collision = h0047B1
x = 906.1556, y = -316.2382, z = 739.0547, angle = 26.9034, collision = h0047B1
x = 905.6229, y = -316.4436, z = 737.8662, angle = -28.2095, collision = h0047B1
x = 906.1484, y = -316.4276, z = 736.6774, angle = -53.9768, collision = h0047B1
x = 907.2282, y = -316.2268, z = 735.8235, angle = -27.91233, collision = h0047B1
x = 907.7072, y = -316.1117, z = 734.6282, angle = 62.7346, collision = h0047B1
x = 906.5394, y = -316.3587, z = 733.9417, angle = 95.78313, collision = h0047B1
x = 905.2855, y = -316.6104, z = 734.0334, angle = 105.346, collision = h0047B1
x = 904.2248, y = -316.8431, z = 734.3332, angle = 102.5478, collision = h0047B1
x = 902.933, y = -317.0631, z = 734.6174, angle = 99.16286, collision = h0047B1
x = 901.4061, y = -317.1637, z = 734.8253, angle = 53.92235, collision = h0047B1
x = 900.345, y = -317.1439, z = 734.2188, angle = 8.315113, collision = h0047B1
x = 900.0583, y = -317.1759, z = 733.215, angle = -17.06846, collision = h0047B1
x = 900.3869, y = -316.9885, z = 731.9738, angle = -17.46839, collision = h0047B1
x = 900.6874, y = -316.8544, z = 731.009, angle = -18.64015, collision = h0047B1
x = 901.0159, y = -316.7775, z = 730.0148, angle = -7.839459, collision = h0047B1
x = 901.1874, y = -316.7157, z = 728.8163, angle = 45.72865, collision = h0047B1
x = 900.5735, y = -316.6348, z = 727.9954, angle = 59.15574, collision = h0047B1
x = 899.4951, y = -316.5841, z = 727.3318, angle = 63.63486, collision = h0047B1
x = 898.5396, y = -316.6044, z = 726.8604, angle = 63.423, collision = h0047B1
x = 897.2594, y = -316.612, z = 726.2168, angle = 60.3434, collision = h0047B1
x = 896.1689, y = -316.5869, z = 725.6078, angle = 57.3606, collision = h0047B1
x = 895.2853, y = -316.6307, z = 725.0463, angle = 12.06147, collision = h0047B1
x = 891.6932, y = -317.0464, z = 720.7279, angle = 110.7634, collision = h0047B1
x = 890.2396, y = -316.9178, z = 721.0259, angle = 74.57788, collision = h0047B1
x = 888.8918, y = -316.7412, z = 720.6624, angle = 73.17029, collision = h0047B1
x = 887.7488, y = -316.6384, z = 720.3171, angle = 96.87267, collision = h0047B1
x = 886.6447, y = -316.4614, z = 720.1608, angle = 100.8396, collision = h0047B1
x = 885.3687, y = -316.5379, z = 720.3987, angle = 134.3546, collision = h0047B1
x = 884.5888, y = -316.5794, z = 721.06, angle = 160.09, collision = h0047B1
x = 884.1835, y = -316.7202, z = 722.2958, angle = -172.6371, collision = h0047B1
x = 884.2825, y = -316.7148, z = 723.3132, angle = -142.3365, collision = h0047B1
x = 885.0571, y = -316.6002, z = 724.4187, angle = -151.0314, collision = h0047B1
x = 885.7458, y = -316.5219, z = 725.6425, angle = 179.852, collision = h0047B1
x = 885.6233, y = -316.5362, z = 726.9446, angle = 121.8862, collision = h0047B1
x = 884.8016, y = -316.6213, z = 727.5428, angle = 117.8132, collision = h0047B1
x = 883.6402, y = -316.5948, z = 728.2325, angle = 137.7934, collision = h0047B1
x = 882.9573, y = -316.6018, z = 728.9771, angle = 115.7379, collision = h0047B1
x = 881.8581, y = -316.666, z = 729.3802, angle = 90.8693, collision = h0047B1
x = 882.3515, y = -316.5623, z = 730.572, angle = -92.22045, collision = h0047B1
x = 883.6509, y = -316.5442, z = 730.5665, angle = -74.38669, collision = h0047B1
x = 885.08, y = -316.5577, z = 730.2999, angle = -109.3299, collision = h0047B1
x = 886.3328, y = -316.47, z = 730.7234, angle = -102.9664, collision = h0047B1
x = 887.3178, y = -316.3638, z = 730.9482, angle = -85.48045, collision = h0047B1
x = 888.5618, y = -316.4418, z = 730.6247, angle = -69.39365, collision = h0047B1
x = 889.8546, y = -316.6975, z = 730.1053, angle = -89.03706, collision = h0047B1
x = 891.1024, y = -316.6726, z = 730.0996, angle = -103.7472, collision = h0047B1
x = 892.5447, y = -316.5406, z = 730.4492, angle = -98.96739, collision = h0047B1
x = 893.9956, y = -316.5357, z = 730.6769, angle = -91.78878, collision = h0047B1
x = 895.2808, y = -316.5757, z = 730.7186, angle = -89.34319, collision = h0047B1
x = 896.7683, y = -316.8954, z = 730.7357, angle = -100.2435, collision = h0047B1
x = 898.2149, y = -316.913, z = 730.9843, angle = -105.7279, collision = h0047B1
x = 901.6138, y = -317.0721, z = 732.5626, angle = -136.2004, collision = h0047B1
x = 902.5353, y = -317.1708, z = 733.5114, angle = -135.2551, collision = h0047B1
x = 903.4511, y = -316.94, z = 735.5838, angle = 176.5, collision = h0047B1
x = 903.5131, y = -316.9408, z = 736.9247, angle = -161.7072, collision = h0047B1
x = 903.8334, y = -316.8599, z = 737.9024, angle = -161.2066, collision = h0047B1
x = 904.2658, y = -316.6467, z = 739.1912, angle = -161.5235, collision = h0047B1
x = 904.6471, y = -316.5244, z = 740.4752, angle = -175.9962, collision = h0047B1
x = 904.7317, y = -316.3821, z = 741.4866, angle = 171.7661, collision = h0047B1
x = 904.6039, y = -316.3029, z = 742.4866, angle = 164.2227, collision = h0047B1
x = 904.239, y = -316.2686, z = 743.7834, angle = 157.9037, collision = h0047B1
x = 903.7255, y = -316.2798, z = 744.9998, angle = 146.3661, collision = h0047B1
x = 903.2006, y = -316.4962, z = 745.8831, angle = 174.9027, collision = h0047B1
x = 903.0759, y = -316.3052, z = 747.2827, angle = 169.4117, collision = h0047B1
x = 902.9058, y = -316.0345, z = 748.6837, angle = -137.2343, collision = h0047B1
x = 903.852, y = -315.5285, z = 749.5104, angle = -61.49862, collision = h0047B1
x = 904.6717, y = -315.2432, z = 748.7259, angle = -8.873864, collision = h0047B1
x = 902.1116, y = -316.2688, z = 749.3974, angle = 113.4602, collision = h0047B1
x = 901.1168, y = -316.7525, z = 749.5548, angle = 83.39605, collision = h0047B1
x = 899.576, y = -318.2886, z = 749.5778, angle = 100.5961, collision = h0047B1
x = 898.3745, y = -319.364, z = 748.7007, angle = 94.01821, collision = h0047B1
x = 897.4785, y = -319.5017, z = 748.0662, angle = 6.746383, collision = h0047B1
x = 897.3076, y = -319.8172, z = 747.0606, angle = -36.13756, collision = h0047B1
x = 898.3501, y = -319.7415, z = 746.5103, angle = -64.49716, collision = h0047B1
x = 899.3141, y = -319.6613, z = 745.7352, angle = 7.179581, collision = h0047B1
x = 899.2142, y = -319.6287, z = 744.3917, angle = 20.13, collision = h0047B1
x = 898.8956, y = -319.7282, z = 743.4342, angle = 29.16913, collision = h0047B1
x = 898.2839, y = -319.7168, z = 742.3712, angle = 47.22926, collision = h0047B1
x = 897.5323, y = -319.62, z = 741.6057, angle = 8.181405, collision = h0047B1
x = 897.6611, y = -319.461, z = 740.5049, angle = 30.99577, collision = h0047B1
x = 897.0253, y = -319.3553, z = 739.2213, angle = 64.94247, collision = h0047B1
x = 895.7621, y = -319.453, z = 738.5735, angle = 47.41528, collision = h0047B1
x = 894.8192, y = -319.3522, z = 737.7632, angle = 25.81344, collision = h0047B1
x = 894.3553, y = -319.1463, z = 736.8246, angle = 33.95432, collision = h0047B1
x = 893.5374, y = -319.0524, z = 735.607, angle = 45.93086, collision = h0047B1
x = 895.4941, y = -318.9279, z = 736.0851, angle = -74.7612, collision = h0047B1
x = 896.683, y = -318.6082, z = 735.6591, angle = -29.03705, collision = h0047B1
x = 897.5115, y = -317.505, z = 734.1722, angle = 0.9955137, collision = h0047B1
x = 897.5201, y = -317.1959, z = 732.9049, angle = 8.670351, collision = h0047B1
x = 894.5671, y = -316.6182, z = 729.6115, angle = 87.24316, collision = h0047B1
x = 893.1761, y = -316.5826, z = 729.5017, angle = 97.94611, collision = h0047B1
x = 886.3277, y = -316.4654, z = 729.5649, angle = 62.66932, collision = h0047B1
x = 884.9769, y = -316.5988, z = 728.9644, angle = 88.22488, collision = h0047B1
x = 882.9147, y = -316.7354, z = 731.7678, angle = 158.7158, collision = h0047B1
x = 882.6094, y = -318.3883, z = 733.0894, angle = 158.7158, collision = h0047B1
x = 880.748, y = -319.4011, z = 734.1732, angle = 105.3813, collision = h0047B1
x = 879.7239, y = -319.3639, z = 734.4233, angle = 168.9239, collision = h0047B1
x = 878.2919, y = -319.5582, z = 736.0843, angle = 169.1563, collision = h0047B1
x = 878.1719, y = -319.2552, z = 737.1686, angle = -158.8206, collision = h0047B1
x = 878.6194, y = -318.8017, z = 738.4092, angle = -133.1494, collision = h0047B1
x = 879.3391, y = -318.401, z = 739.1085, angle = -79.34304, collision = h0047B1
x = 880.4765, y = -318.5834, z = 738.766, angle = -8.814564, collision = h0047B1
x = 880.6682, y = -319.0355, z = 737.3896, angle = -16.12356, collision = h0047B1
x = 881.2297, y = -319.312, z = 736.0687, angle = -64.61274, collision = h0047B1
x = 882.4771, y = -319.3482, z = 735.5949, angle = -88.72809, collision = h0047B1
x = 883.499, y = -319.1947, z = 736.1765, angle = -167.7379, collision = h0047B1
x = 883.7316, y = -318.8903, z = 737.6343, angle = -177.1184, collision = h0047B1
x = 883.9525, y = -318.5477, z = 738.9165, angle = -142.2805, collision = h0047B1
x = 884.7077, y = -318.3239, z = 739.9297, angle = -66.72584, collision = h0047B1
x = 885.465, y = -318.512, z = 739.2667, angle = -51.84075, collision = h0047B1
x = 886.0736, y = -318.8096, z = 738.3273, angle = -50.70435, collision = h0047B1
x = 887.1403, y = -318.9684, z = 737.6505, angle = -92.02038, collision = h0047B1
x = 888.465, y = -318.6263, z = 737.699, angle = -85.98325, collision = h0047B1
x = 889.4947, y = -319.107, z = 737.4645, angle = -91.26759, collision = h0047B1
x = 890.8143, y = -319.2802, z = 737.4422, angle = -88.59824, collision = h0047B1
x = 891.8304, y = -319.3728, z = 737.4203, angle = -110.688, collision = h0047B1
x = 892.9981, y = -319.3077, z = 737.9299, angle = -145.4832, collision = h0047B1
x = 893.9885, y = -319.4353, z = 739.0484, angle = -115.816, collision = h0047B1
x = 895.2061, y = -319.5755, z = 739.5718, angle = -112.1476, collision = h0047B1
x = 896.4556, y = -319.5732, z = 740.3149, angle = -149.2208, collision = h0047B1
x = 897.1548, y = -319.2061, z = 749.0345, angle = -174.0611, collision = h0047B1
x = 897.2277, y = -319.041, z = 750.0582, angle = -177.8471, collision = h0047B1
x = 896.2144, y = -319.3099, z = 749.6064, angle = 74.74456, collision = h0047B1
x = 895.2159, y = -319.424, z = 749.3206, angle = 62.17917, collision = h0047B1
x = 894.0445, y = -319.5594, z = 748.8113, angle = 45.28011, collision = h0047B1
x = 892.9182, y = -319.6965, z = 748.5763, angle = -4.765122, collision = h0047B1
x = 892.9332, y = -319.8329, z = 747.2353, angle = -51.38862, collision = h0047B1
x = 893.7648, y = -319.6228, z = 746.1985, angle = 26.92549, collision = h0047B1
x = 893.2126, y = -319.5477, z = 745.0842, angle = 95.21627, collision = h0047B1
x = 891.7763, y = -319.2738, z = 745.0875, angle = 73.69202, collision = h0047B1
x = 890.4442, y = -319.0444, z = 744.5899, angle = 59.00364, collision = h0047B1
x = 889.4446, y = -318.7642, z = 743.9868, angle = 82.30234, collision = h0047B1
x = 888.4152, y = -318.68, z = 743.8127, angle = 128.8492, collision = h0047B1
x = 887.1909, y = -318.537, z = 744.6674, angle = 76.36383, collision = h0047B1
x = 886.0199, y = -318.5731, z = 744.5433, angle = 22.99718, collision = h0047B1
x = 885.4366, y = -318.5775, z = 743.256, angle = 4.362961, collision = h0047B1
x = 885.2823, y = -318.5608, z = 741.9634, angle = 30.78107, collision = h0047B1
x = 884.7153, y = -318.3356, z = 741.0095, angle = 65.23612, collision = h0047B1
x = 883.5715, y = -318.1953, z = 740.5274, angle = 134.9828, collision = h0047B1
x = 882.6223, y = -318.2343, z = 741.4926, angle = -172.3779, collision = h0047B1
x = 882.7233, y = -318.7549, z = 742.405, angle = 173.9339, collision = h0047B1
x = 882.2626, y = -319.1922, z = 743.6976, angle = 117.0444, collision = h0047B1
x = 881.0361, y = -319.5666, z = 744.2161, angle = 116.8948, collision = h0047B1
x = 879.79, y = -319.8178, z = 744.8456, angle = 121.2036, collision = h0066B1
x = 878.6646, y = -319.905, z = 745.6968, angle = 140.0681, collision = h0066B1
x = 877.7817, y = -319.9086, z = 746.7545, angle = 140.9601, collision = h0066B1
x = 877.1096, y = -319.8602, z = 747.5256, angle = 131.0085, collision = h0066B1
